MPID,Description
mp-864651,Ta2NbRu is Heusler structured and crystallizes in the cubic Fm-3m space group. Ta(1) is bonded in a distorted body-centered cubic geometry to four equivalent Nb(1) and four equivalent Ru(1) atoms. All Ta(1)-Nb(1) bond lengths are 2.79 Å. All Ta(1)-Ru(1) bond lengths are 2.79 Å. Nb(1) is bonded in a 14-coordinate geometry to eight equivalent Ta(1) and six equivalent Ru(1) atoms. All Nb(1)-Ru(1) bond lengths are 3.22 Å. Ru(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ta(1) and six equivalent Nb(1) atoms.
mp-867786,ScNbOs2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Os(1) atoms. All Sc(1)-Os(1) bond lengths are 2.76 Å. Nb(1) is bonded in a body-centered cubic geometry to eight equivalent Os(1) atoms. All Nb(1)-Os(1) bond lengths are 2.76 Å. Os(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Nb(1) atoms.
mp-2807,"ScP is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded to six equivalent P(1) atoms to form a mixture of edge and corner-sharing ScP6 octahedra. The corner-sharing octahedra are not tilted. All Sc(1)-P(1) bond lengths are 2.66 Å. P(1) is bonded to six equivalent Sc(1) atoms to form a mixture of edge and corner-sharing PSc6 octahedra. The corner-sharing octahedra are not tilted."
mp-867127,ScAg2Cd is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Ag(1) atoms. All Sc(1)-Ag(1) bond lengths are 2.91 Å. Ag(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent Cd(1) atoms. All Ag(1)-Cd(1) bond lengths are 2.91 Å. Cd(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ag(1) atoms.
mp-571102,"TlI is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Tl(1) is bonded to six equivalent I(1) atoms to form a mixture of edge and corner-sharing TlI6 octahedra. The corner-sharing octahedra are not tilted. All Tl(1)-I(1) bond lengths are 3.52 Å. I(1) is bonded to six equivalent Tl(1) atoms to form a mixture of edge and corner-sharing ITl6 octahedra. The corner-sharing octahedra are not tilted."
mp-867243,Sc2OsZn is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to four equivalent Os(1) and four equivalent Zn(1) atoms. All Sc(1)-Os(1) bond lengths are 2.82 Å. All Sc(1)-Zn(1) bond lengths are 2.82 Å. Os(1) is bonded in a body-centered cubic geometry to eight equivalent Sc(1) atoms. Zn(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Sc(1) atoms.
mp-569639,"TlCl is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Tl(1) is bonded to six equivalent Cl(1) atoms to form a mixture of edge and corner-sharing TlCl6 octahedra. The corner-sharing octahedra are not tilted. All Tl(1)-Cl(1) bond lengths are 3.22 Å. Cl(1) is bonded to six equivalent Tl(1) atoms to form a mixture of edge and corner-sharing ClTl6 octahedra. The corner-sharing octahedra are not tilted."
mp-10635,"SnSb is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Sn(1) is bonded to six equivalent Sb(1) atoms to form a mixture of edge and corner-sharing SnSb6 octahedra. The corner-sharing octahedra are not tilted. All Sn(1)-Sb(1) bond lengths are 3.07 Å. Sb(1) is bonded to six equivalent Sn(1) atoms to form a mixture of edge and corner-sharing SbSn6 octahedra. The corner-sharing octahedra are not tilted."
mp-23060,"Cs2PtI6 crystallizes in the cubic Fm-3m space group. Cs(1) is bonded to twelve equivalent I(1) atoms to form CsI12 cuboctahedra that share corners with twelve equivalent Cs(1)I12 cuboctahedra, faces with six equivalent Cs(1)I12 cuboctahedra, and faces with four equivalent Pt(1)I6 octahedra. All Cs(1)-I(1) bond lengths are 4.09 Å. Pt(1) is bonded to six equivalent I(1) atoms to form PtI6 octahedra that share faces with eight equivalent Cs(1)I12 cuboctahedra. All Pt(1)-I(1) bond lengths are 2.70 Å. I(1) is bonded to four equivalent Cs(1) and one Pt(1) atom to form a mixture of distorted edge, face, and corner-sharing ICs4Pt square pyramids."
mp-865679,Pd2TiSn is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) atoms. All Ti(1)-Pd(1) bond lengths are 2.78 Å. Pd(1) is bonded in a body-centered cubic geometry to four equivalent Ti(1) and four equivalent Sn(1) atoms. All Pd(1)-Sn(1) bond lengths are 2.78 Å. Sn(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Pd(1) atoms.
mp-865928,Ti2TcPt is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to four equivalent Tc(1) and four equivalent Pt(1) atoms. All Ti(1)-Tc(1) bond lengths are 2.70 Å. All Ti(1)-Pt(1) bond lengths are 2.70 Å. Tc(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ti(1) atoms. Pt(1) is bonded in a body-centered cubic geometry to eight equivalent Ti(1) atoms.
mp-571126,"Ti2Rh6B crystallizes in the cubic Fm-3m space group. Ti(1) is bonded to twelve equivalent Rh(1) atoms to form TiRh12 cuboctahedra that share corners with twelve equivalent Ti(1)Rh12 cuboctahedra, faces with six equivalent Ti(1)Rh12 cuboctahedra, and faces with four equivalent B(1)Rh6 octahedra. All Ti(1)-Rh(1) bond lengths are 2.77 Å. Rh(1) is bonded in a 1-coordinate geometry to four equivalent Ti(1) and one B(1) atom. The Rh(1)-B(1) bond length is 2.03 Å. B(1) is bonded to six equivalent Rh(1) atoms to form BRh6 octahedra that share faces with eight equivalent Ti(1)Rh12 cuboctahedra."
mp-23804,"Mg2FeH6 crystallizes in the cubic Fm-3m space group. Mg(1) is bonded to twelve equivalent H(1) atoms to form MgH12 cuboctahedra that share corners with twelve equivalent Mg(1)H12 cuboctahedra, faces with six equivalent Mg(1)H12 cuboctahedra, and faces with four equivalent Fe(1)H6 octahedra. All Mg(1)-H(1) bond lengths are 2.25 Å. Fe(1) is bonded to six equivalent H(1) atoms to form FeH6 octahedra that share faces with eight equivalent Mg(1)H12 cuboctahedra. All Fe(1)-H(1) bond lengths are 1.54 Å. H(1) is bonded to four equivalent Mg(1) and one Fe(1) atom to form a mixture of distorted edge, face, and corner-sharing HMg4Fe square pyramids."
mp-568914,"K2WCl6 crystallizes in the cubic Fm-3m space group. K(1) is bonded to twelve equivalent Cl(1) atoms to form KCl12 cuboctahedra that share corners with twelve equivalent K(1)Cl12 cuboctahedra, faces with six equivalent K(1)Cl12 cuboctahedra, and faces with four equivalent W(1)Cl6 octahedra. All K(1)-Cl(1) bond lengths are 3.48 Å. W(1) is bonded to six equivalent Cl(1) atoms to form WCl6 octahedra that share faces with eight equivalent K(1)Cl12 cuboctahedra. All W(1)-Cl(1) bond lengths are 2.38 Å. Cl(1) is bonded to four equivalent K(1) and one W(1) atom to form a mixture of distorted edge, face, and corner-sharing ClK4W square pyramids."
mp-16501,Pd2HfAl is Heusler structured and crystallizes in the cubic Fm-3m space group. Hf(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) atoms. All Hf(1)-Pd(1) bond lengths are 2.76 Å. Pd(1) is bonded in a body-centered cubic geometry to four equivalent Hf(1) and four equivalent Al(1) atoms. All Pd(1)-Al(1) bond lengths are 2.76 Å. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) atoms.
mp-867306,Au2CuAl is Heusler structured and crystallizes in the cubic Fm-3m space group. Au(1) is bonded in a body-centered cubic geometry to four equivalent Cu(1) and four equivalent Al(1) atoms. All Au(1)-Cu(1) bond lengths are 2.70 Å. All Au(1)-Al(1) bond lengths are 2.70 Å. Cu(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms. Al(1) is bonded in a body-centered cubic geometry to eight equivalent Au(1) atoms.
mp-605034,"K2NiF6 crystallizes in the cubic Fm-3m space group. K(1) is bonded to twelve equivalent F(1) atoms to form KF12 cuboctahedra that share corners with twelve equivalent K(1)F12 cuboctahedra, faces with six equivalent K(1)F12 cuboctahedra, and faces with four equivalent Ni(1)F6 octahedra. All K(1)-F(1) bond lengths are 2.84 Å. Ni(1) is bonded to six equivalent F(1) atoms to form NiF6 octahedra that share faces with eight equivalent K(1)F12 cuboctahedra. All Ni(1)-F(1) bond lengths are 1.78 Å. F(1) is bonded in a distorted single-bond geometry to four equivalent K(1) and one Ni(1) atom."
mp-7251,"YBa2NbO6 is (Cubic) Perovskite-derived structured and crystallizes in the cubic Fm-3m space group. Ba(1) is bonded to twelve equivalent O(1) atoms to form BaO12 cuboctahedra that share corners with twelve equivalent Ba(1)O12 cuboctahedra, faces with six equivalent Ba(1)O12 cuboctahedra, faces with four equivalent Y(1)O6 octahedra, and faces with four equivalent Nb(1)O6 octahedra. All Ba(1)-O(1) bond lengths are 3.03 Å. Y(1) is bonded to six equivalent O(1) atoms to form YO6 octahedra that share corners with six equivalent Nb(1)O6 octahedra and faces with eight equivalent Ba(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Y(1)-O(1) bond lengths are 2.26 Å. Nb(1) is bonded to six equivalent O(1) atoms to form NbO6 octahedra that share corners with six equivalent Y(1)O6 octahedra and faces with eight equivalent Ba(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Nb(1)-O(1) bond lengths are 2.03 Å. O(1) is bonded in a distorted linear geometry to four equivalent Ba(1), one Y(1), and one Nb(1) atom."
mp-867198,LiPd2Ga is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a body-centered cubic geometry to eight equivalent Pd(1) and six equivalent Ga(1) atoms. All Li(1)-Pd(1) bond lengths are 2.60 Å. All Li(1)-Ga(1) bond lengths are 3.00 Å. Pd(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Ga(1) atoms. All Pd(1)-Ga(1) bond lengths are 2.60 Å. Ga(1) is bonded in a distorted body-centered cubic geometry to six equivalent Li(1) and eight equivalent Pd(1) atoms.
mp-864902,MgRh2Tl is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms. All Mg(1)-Rh(1) bond lengths are 2.76 Å. Rh(1) is bonded in a body-centered cubic geometry to four equivalent Mg(1) and four equivalent Tl(1) atoms. All Rh(1)-Tl(1) bond lengths are 2.76 Å. Tl(1) is bonded in a body-centered cubic geometry to eight equivalent Rh(1) atoms.
mp-23193,"KCl is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. K(1) is bonded to six equivalent Cl(1) atoms to form a mixture of edge and corner-sharing KCl6 octahedra. The corner-sharing octahedra are not tilted. All K(1)-Cl(1) bond lengths are 3.14 Å. Cl(1) is bonded to six equivalent K(1) atoms to form a mixture of edge and corner-sharing ClK6 octahedra. The corner-sharing octahedra are not tilted."
mp-865186,MgIr2Ga is Heusler structured and crystallizes in the cubic Fm-3m space group. Mg(1) is bonded in a body-centered cubic geometry to eight equivalent Ir(1) atoms. All Mg(1)-Ir(1) bond lengths are 2.64 Å. Ir(1) is bonded in a body-centered cubic geometry to four equivalent Mg(1) and four equivalent Ga(1) atoms. All Ir(1)-Ga(1) bond lengths are 2.64 Å. Ga(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ir(1) atoms.
mp-11327,Rb2Se is Fluorite structured and crystallizes in the cubic Fm-3m space group. Rb(1) is bonded to four equivalent Se(1) atoms to form a mixture of edge and corner-sharing RbSe4 tetrahedra. All Rb(1)-Se(1) bond lengths are 3.49 Å. Se(1) is bonded in a body-centered cubic geometry to eight equivalent Rb(1) atoms.
mp-867319,IrCoAl2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Ir(1) is bonded in a body-centered cubic geometry to eight equivalent Al(1) atoms. All Ir(1)-Al(1) bond lengths are 2.54 Å. Co(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Al(1) atoms. All Co(1)-Al(1) bond lengths are 2.54 Å. Al(1) is bonded in a body-centered cubic geometry to four equivalent Ir(1) and four equivalent Co(1) atoms.
mp-866183,Ti2ReZn is Heusler structured and crystallizes in the cubic Fm-3m space group. Ti(1) is bonded in a body-centered cubic geometry to four equivalent Re(1) and four equivalent Zn(1) atoms. All Ti(1)-Re(1) bond lengths are 2.70 Å. All Ti(1)-Zn(1) bond lengths are 2.70 Å. Re(1) is bonded in a body-centered cubic geometry to eight equivalent Ti(1) atoms. Zn(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ti(1) atoms.
mp-865870,LiZr2Os is Heusler structured and crystallizes in the cubic Fm-3m space group. Li(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Zr(1) and six equivalent Os(1) atoms. All Li(1)-Zr(1) bond lengths are 2.85 Å. All Li(1)-Os(1) bond lengths are 3.29 Å. Zr(1) is bonded in a body-centered cubic geometry to four equivalent Li(1) and four equivalent Os(1) atoms. All Zr(1)-Os(1) bond lengths are 2.85 Å. Os(1) is bonded in a distorted body-centered cubic geometry to six equivalent Li(1) and eight equivalent Zr(1) atoms.
mp-22916,"NaBr is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Na(1) is bonded to six equivalent Br(1) atoms to form a mixture of edge and corner-sharing NaBr6 octahedra. The corner-sharing octahedra are not tilted. All Na(1)-Br(1) bond lengths are 2.96 Å. Br(1) is bonded to six equivalent Na(1) atoms to form a mixture of edge and corner-sharing BrNa6 octahedra. The corner-sharing octahedra are not tilted."
mp-867187,ScIr2In is Heusler structured and crystallizes in the cubic Fm-3m space group. Sc(1) is bonded in a body-centered cubic geometry to eight equivalent Ir(1) atoms. All Sc(1)-Ir(1) bond lengths are 2.78 Å. Ir(1) is bonded in a body-centered cubic geometry to four equivalent Sc(1) and four equivalent In(1) atoms. All Ir(1)-In(1) bond lengths are 2.78 Å. In(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ir(1) atoms.
mp-571222,"CsBr is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Cs(1) is bonded to six equivalent Br(1) atoms to form a mixture of edge and corner-sharing CsBr6 octahedra. The corner-sharing octahedra are not tilted. All Cs(1)-Br(1) bond lengths are 3.66 Å. Br(1) is bonded to six equivalent Cs(1) atoms to form a mixture of edge and corner-sharing BrCs6 octahedra. The corner-sharing octahedra are not tilted."
mp-865191,Ru2FeGe is Heusler structured and crystallizes in the cubic Fm-3m space group. Ru(1) is bonded in a body-centered cubic geometry to four equivalent Fe(1) and four equivalent Ge(1) atoms. All Ru(1)-Fe(1) bond lengths are 2.58 Å. All Ru(1)-Ge(1) bond lengths are 2.58 Å. Fe(1) is bonded in a body-centered cubic geometry to eight equivalent Ru(1) atoms. Ge(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ru(1) atoms.
mp-866284,OsIrAl2 is Heusler structured and crystallizes in the cubic Fm-3m space group. Os(1) is bonded in a body-centered cubic geometry to eight equivalent Al(1) atoms. All Os(1)-Al(1) bond lengths are 2.59 Å. Ir(1) is bonded in a body-centered cubic geometry to eight equivalent Al(1) atoms. All Ir(1)-Al(1) bond lengths are 2.59 Å. Al(1) is bonded in a body-centered cubic geometry to four equivalent Os(1) and four equivalent Ir(1) atoms.
mp-610706,"Cs2CoF6 crystallizes in the trigonal R-3m space group. Cs(1) is bonded to twelve equivalent F(1) atoms to form distorted CsF12 cuboctahedra that share corners with twelve equivalent Cs(1)F12 cuboctahedra, faces with six equivalent Cs(1)F12 cuboctahedra, and faces with four equivalent Co(1)F6 octahedra. There are three shorter (3.15 Å) and nine longer (3.16 Å) Cs(1)-F(1) bond lengths. Co(1) is bonded to six equivalent F(1) atoms to form CoF6 octahedra that share faces with eight equivalent Cs(1)F12 cuboctahedra. All Co(1)-F(1) bond lengths are 1.80 Å. F(1) is bonded in a single-bond geometry to four equivalent Cs(1) and one Co(1) atom."
mp-864639,Ta2NbOs is Heusler structured and crystallizes in the cubic Fm-3m space group. Ta(1) is bonded in a distorted body-centered cubic geometry to four equivalent Nb(1) and four equivalent Os(1) atoms. All Ta(1)-Nb(1) bond lengths are 2.79 Å. All Ta(1)-Os(1) bond lengths are 2.79 Å. Nb(1) is bonded in a 14-coordinate geometry to eight equivalent Ta(1) and six equivalent Os(1) atoms. All Nb(1)-Os(1) bond lengths are 3.22 Å. Os(1) is bonded in a distorted body-centered cubic geometry to eight equivalent Ta(1) and six equivalent Nb(1) atoms.
mp-2472,"SrO is Halite, Rock Salt structured and crystallizes in the cubic Fm-3m space group. Sr(1) is bonded to six equivalent O(1) atoms to form a mixture of edge and corner-sharing SrO6 octahedra. The corner-sharing octahedra are not tilted. All Sr(1)-O(1) bond lengths are 2.58 Å. O(1) is bonded to six equivalent Sr(1) atoms to form a mixture of edge and corner-sharing OSr6 octahedra. The corner-sharing octahedra are not tilted."
